,Country,Region_x,Happiness_Rank_15,Happiness_Score_15,Economy_15,Family_15,Life_Expectancy_15,Freedom_15,Trust_15,Generosity_15,Dystopia_15,Region_y,Happiness_Rank_16,Happiness_Score_16,Economy_16,Family_16,Life_Expectancy_16,Freedom_16,Trust_16,Generosity_16,Dystopia_16,Region,Happiness_Rank_17,Happiness_Score_17,Economy_17,Family_17,Life_Expectancy_17,Freedom_17,Generosity_17,Trust_17,Dystopia_17
0,Afghanistan,Southern Asia,153,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,1.9521,Southern Asia,154,3.36,0.38227,0.11037000000000001,0.17344,0.1643,0.07112,0.31268,2.14558,Southern Asia,141,3.79399991,0.40147721799999997,0.581543326,0.180746779,0.10617952,0.311870933,0.06115783,2.150801182
1,Albania,Central and Eastern Europe,95,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,Central and Eastern Europe,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.9281599999999999,Central and Eastern Europe,109,4.644000053,0.996192753,0.803685248,0.7311597470000001,0.381498635,0.201312944,0.039864216,1.490441561
2,Algeria,Middle East and Northern Africa,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,2.43209,Middle East and Northern Africa,38,6.355,1.05266,0.83309,0.6180399999999999,0.21006,0.16157,0.07044,3.40904,Middle East and Northern Africa,53,5.872000217,1.091864467,1.146217465,0.6175846460000001,0.233335808,0.069436647,0.14609611,2.5676038269999997
3,Angola,Sub-Saharan Africa,137,4.033,0.75778,0.8604,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002,Sub-Saharan Africa,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12070999999999998,2.09459,Sub-Saharan Africa,140,3.7950000760000004,0.85842818,1.10441196,0.049868666,0.0,0.09792649,0.069720335,1.614482403
4,Argentina,Latin America and Caribbean,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11450999999999999,2.8360000000000003,Latin America and Caribbean,26,6.65,1.15137,1.0661200000000002,0.69711,0.42283999999999994,0.07296,0.10989000000000002,3.12985,Latin America and Caribbean,24,6.598999977,1.1852954629999999,1.440451145,0.6951370840000001,0.494519204,0.109457061,0.059739888,2.614005327
5,Armenia,Central and Eastern Europe,127,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,Central and Eastern Europe,121,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9786400000000002,Central and Eastern Europe,121,4.375999928,0.900596738,1.0074837209999998,0.637524426,0.198303267,0.083488092,0.026674422000000003,1.5214991569999998
6,Australia,Australia and New Zealand,10,7.284,1.33358,1.30923,0.93156,0.6512399999999999,0.35636999999999996,0.43562,2.26646,Australia and New Zealand,9,7.313,1.4444299999999999,1.10476,0.8512,0.5683699999999999,0.32331,0.47407,2.5465,Australia and New Zealand,10,7.28399992,1.484414935,1.510041952,0.843886793,0.6016073820000001,0.47769925,0.30118373,2.0652108190000003
7,Austria,Western Europe,13,7.2,1.33723,1.29704,0.8904200000000001,0.62433,0.18675999999999998,0.33088,2.5332,Western Europe,12,7.119,1.45038,1.0838299999999998,0.80565,0.54355,0.21348000000000003,0.32865,2.6934299999999998,Western Europe,13,7.006000042,1.4870972630000001,1.459944963,0.8153284190000001,0.56776619,0.316472322,0.221060365,2.138506413
8,Azerbaijan,Central and Eastern Europe,80,5.212000000000001,1.02389,0.9379299999999999,0.64045,0.3703,0.16065,0.07799,2.00073,Central and Eastern Europe,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914000000000002,0.0564,2.2735,Central and Eastern Europe,85,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.04526934,0.180987507,1.7624816890000001
9,Bahrain,Middle East and Northern Africa,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,Middle East and Northern Africa,42,6.218,1.44024,0.9439700000000001,0.65696,0.47375,0.25772,0.17147,2.27405,Middle East and Northern Africa,41,6.086999893,1.488412261,1.323110461,0.653133035,0.5367469189999999,0.17266848699999998,0.25704217,1.656149387
10,Bangladesh,Southern Asia,109,4.694,0.39753,0.43106000000000005,0.60164,0.4082,0.12569,0.21222,2.51767,Southern Asia,110,4.643,0.54177,0.24749000000000002,0.52989,0.39778,0.12583,0.19132000000000002,2.6090400000000002,Southern Asia,110,4.607999802,0.586682975,0.7351317409999999,0.533241034,0.47835665899999996,0.172255352,0.123717859,1.978736162
11,Belarus,Central and Eastern Europe,59,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.11045999999999999,2.1309,Central and Eastern Europe,61,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,2.3858200000000003,Central and Eastern Europe,67,5.568999767,1.15655756,1.444945216,0.637714267,0.29540026199999997,0.155137509,0.156313822,1.723232985
12,Belgium,Western Europe,19,6.937,1.30782,1.28566,0.8966700000000001,0.5845,0.2254,0.2225,2.4148400000000003,Western Europe,18,6.928999999999999,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2.61355,Western Europe,17,6.890999794,1.463780761,1.462312698,0.8180918690000001,0.539770722,0.231503338,0.251343131,2.124210358
13,Benin,Sub-Saharan Africa,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,Sub-Saharan Africa,153,3.484,0.39499,0.10419,0.21028000000000002,0.39747,0.06681000000000001,0.2018,2.10812,Sub-Saharan Africa,143,3.657000065,0.43108540799999995,0.435299844,0.209930211,0.425962776,0.207948461,0.060929015,1.885630965
14,Bhutan,Southern Asia,79,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,1.63794,Southern Asia,84,5.196000000000001,0.8527,0.9083600000000001,0.49759,0.46074,0.1616,0.48546000000000006,1.82916,Southern Asia,97,5.011000156000001,0.8854163890000001,1.340126514,0.495879292,0.5015376810000001,0.474054545,0.17338039,1.140184402
15,Bolivia,Latin America and Caribbean,51,5.89,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,2.82334,Latin America and Caribbean,59,5.822,0.79422,0.8377899999999999,0.4697,0.50961,0.07746,0.21698,2.91635,Latin America and Caribbean,58,5.822999954,0.8337565659999999,1.227619052,0.47363025,0.558732927,0.225560725,0.060477725999999996,2.443279028
16,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.00227,0.24808000000000002,2.06367,Central and Eastern Europe,87,5.162999999999999,0.9338299999999999,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,Central and Eastern Europe,90,5.18200016,0.9824094179999999,1.069335938,0.7051863070000001,0.204403177,0.328867495,0.0,1.892172575
17,Botswana,Sub-Saharan Africa,128,4.332,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,1.46181,Sub-Saharan Africa,137,3.9739999999999998,1.09426,0.89186,0.34752,0.44088999999999995,0.10769000000000001,0.12425,0.96741,Sub-Saharan Africa,142,3.766000032,1.122094154,1.221554995,0.34175550899999996,0.505196333,0.099348448,0.09858319900000001,0.377913713
18,Brazil,Latin America and Caribbean,16,6.983,0.98124,1.2328700000000001,0.69702,0.49049,0.17521,0.14574,3.26001,Latin America and Caribbean,17,6.952000000000001,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,3.5073300000000005,Latin America and Caribbean,22,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082
19,Bulgaria,Central and Eastern Europe,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,Central and Eastern Europe,129,4.217,1.11306,0.92542,0.67806,0.21219000000000002,0.00615,0.12793,1.15377,Central and Eastern Europe,105,4.714000225,1.161459088,1.4343794580000002,0.70821768,0.289231718,0.11317769400000001,0.011051531000000002,0.996139288
20,Burkina Faso,Sub-Saharan Africa,152,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494,Sub-Saharan Africa,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002,1.8731900000000001,Sub-Saharan Africa,134,4.032000065,0.35022771399999997,1.043280005,0.21584425899999998,0.32436785100000004,0.250864685,0.12032810599999999,1.7272129059999999
21,Burundi,Sub-Saharan Africa,157,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,1.83302,Sub-Saharan Africa,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,Sub-Saharan Africa,154,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.204435185,0.084147945,1.6830241680000002
22,Cambodia,Southeastern Asia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,Southeastern Asia,140,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3157299999999998,Southeastern Asia,129,4.168000221000001,0.601765096,1.006238341,0.429783404,0.633375823,0.385922968,0.068105951,1.042941093
23,Cameroon,Sub-Saharan Africa,133,4.252,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.05786,0.20618000000000003,1.95071,Sub-Saharan Africa,114,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,2.5198,Sub-Saharan Africa,107,4.695000172,0.564305365,0.946018219,0.132892117,0.43038874899999996,0.236298457,0.051306631,2.333645582
24,Canada,North America,5,7.4270000000000005,1.32629,1.32261,0.9056299999999999,0.63297,0.32957,0.45811,2.4517599999999997,North America,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44833999999999996,2.70485,North America,7,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442
25,Chad,Sub-Saharan Africa,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.9429599999999998,Sub-Saharan Africa,144,3.763,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.04952,0.18667,2.3063700000000003,Sub-Saharan Africa,137,3.9360001089999996,0.438012987,0.953855872,0.041134715,0.162342027,0.21611385,0.053581882000000004,2.071238041
26,Chile,Latin America and Caribbean,27,6.67,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363000000000004,2.67585,Latin America and Caribbean,24,6.705,1.2167,0.9058700000000001,0.8188300000000001,0.37789,0.11450999999999999,0.31595,2.95505,Latin America and Caribbean,20,6.65199995,1.25278461,1.2840249540000002,0.819479704,0.37689527899999997,0.32666242100000004,0.082287982,2.509585857
27,China,Eastern Asia,84,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,Eastern Asia,83,5.245,1.0278,0.79381,0.73561,0.44011999999999996,0.02745,0.049589999999999995,2.17087,Eastern Asia,79,5.2729997630000005,1.0811657909999999,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,1.7649385930000001
28,Colombia,Latin America and Caribbean,33,6.477,0.91861,1.2401799999999998,0.69077,0.53466,0.0512,0.18400999999999998,2.85737,Latin America and Caribbean,31,6.481,1.0303200000000001,1.02169,0.59659,0.44735,0.053989999999999996,0.15625999999999998,3.1747099999999997,Latin America and Caribbean,36,6.3569998739999996,1.070622325,1.4021829369999999,0.5950279239999999,0.477487415,0.149014473,0.046668742,2.616068125
29,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,1.68135,Sub-Saharan Africa,127,4.236000000000001,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.09752999999999999,0.12077,2.10681,Sub-Saharan Africa,124,4.290999889,0.808964252,0.832044363,0.28995743399999996,0.435025871,0.120852128,0.07961813400000001,1.7241356369999998
30,Congo (Kinshasa),Sub-Saharan Africa,120,4.5169999999999995,0.0,1.0012,0.09806000000000001,0.22605,0.07625,0.24834,2.86712,Sub-Saharan Africa,125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003,2.7492400000000004,Sub-Saharan Africa,126,4.28000021,0.092102349,1.229023457,0.191407025,0.23596134800000002,0.246455833,0.060241355999999996,2.2249586580000003
31,Costa Rica,Latin America and Caribbean,12,7.226,0.95578,1.2378799999999999,0.8602700000000001,0.63376,0.10583,0.25497,3.17728,Latin America and Caribbean,14,7.087000000000001,1.06879,1.02152,0.76146,0.55225,0.10547000000000001,0.22553,3.3516800000000004,Latin America and Caribbean,12,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.10010658900000001,2.898639202
32,Croatia,Central and Eastern Europe,62,5.7589999999999995,1.08254,0.79624,0.78805,0.25883,0.0243,0.054439999999999995,2.75414,Central and Eastern Europe,74,5.4879999999999995,1.18649,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2.52462,Central and Eastern Europe,77,5.293000221000001,1.222556233,0.9679830070000001,0.7012885209999999,0.255772293,0.248002976,0.04310311,1.854492426
33,Cyprus,Western Europe,67,5.689,1.20813,0.89318,0.92356,0.40671999999999997,0.06146,0.30638000000000004,1.8893099999999998,Western Europe,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2.04497,Western Europe,65,5.620999812999999,1.3559380769999998,1.131363273,0.8447147009999999,0.355111539,0.27125430100000003,0.041237976,1.621249199
34,Czech Republic,Central and Eastern Europe,31,6.505,1.17898,1.20643,0.84483,0.46363999999999994,0.02652,0.10686,2.67782,Central and Eastern Europe,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,Central and Eastern Europe,23,6.609000206,1.352682352,1.4338852169999998,0.7544440029999999,0.49094617399999996,0.088106759,0.036872927,2.451861858
35,Denmark,Western Europe,3,7.527,1.32548,1.36058,0.87464,0.6493800000000001,0.48357,0.34139,2.4920400000000003,Western Europe,1,7.526,1.4417799999999998,1.16374,0.79504,0.5794100000000001,0.44453000000000004,0.36171,2.73939,Western Europe,2,7.521999836,1.4823830130000002,1.5511215930000002,0.792565525,0.6260067220000001,0.355280489,0.400770068,2.3137073519999998
36,Dominican Republic,Latin America and Caribbean,98,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,Latin America and Caribbean,89,5.155,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.12372000000000001,0.21286,1.6962599999999999,Latin America and Caribbean,86,5.230000018999999,1.0793738370000001,1.402416706,0.574873745,0.552589834,0.18696785,0.11394525300000001,1.31946516
37,Ecuador,Latin America and Caribbean,48,5.975,0.8640200000000001,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002,Latin America and Caribbean,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,Latin America and Caribbean,44,6.007999897,1.0008203979999999,1.286168814,0.6856362220000001,0.45519819899999997,0.150112465,0.140134647,2.290352583
38,Egypt,Middle East and Northern Africa,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,Middle East and Northern Africa,120,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998,1.96895,Middle East and Northern Africa,104,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.128631443,0.114381365,1.7021610740000002
39,El Salvador,Latin America and Caribbean,42,6.13,0.76454,1.0250700000000001,0.67737,0.4035,0.11775999999999999,0.10692,3.035,Latin America and Caribbean,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,Latin America and Caribbean,45,6.002999783,0.9097844959999999,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2.714593887
40,Estonia,Central and Eastern Europe,73,5.428999999999999,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,Central and Eastern Europe,72,5.517,1.2796399999999999,1.0516299999999998,0.68098,0.41511000000000003,0.18519000000000002,0.08423,1.81985,Central and Eastern Europe,66,5.611000061,1.32087934,1.4766711000000001,0.695168316,0.47913143,0.098890811,0.18324892199999998,1.357508659
41,Ethiopia,Sub-Saharan Africa,122,4.512,0.19072999999999998,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,Sub-Saharan Africa,115,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,2.65614,Sub-Saharan Africa,119,4.460000038,0.339233845,0.864669204,0.353409708,0.40884274200000004,0.31265074,0.165455714,2.015743732
42,Finland,Western Europe,6,7.406000000000001,1.29025,1.31826,0.8891100000000001,0.64169,0.41372,0.23351,2.61955,Western Europe,5,7.412999999999999,1.40598,1.1346399999999999,0.81091,0.57104,0.41003999999999996,0.25492,2.82596,Western Europe,5,7.468999863,1.443571925,1.540246725,0.80915767,0.6179508570000001,0.24548277300000002,0.38261154299999994,2.430181503
43,France,Western Europe,29,6.575,1.27778,1.2603799999999998,0.9457899999999999,0.55011,0.20646,0.12332,2.21126,Western Europe,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,Western Europe,31,6.441999912000001,1.430923462,1.3877768519999998,0.844465852,0.470222116,0.129762307,0.172502428,2.0059547419999997
44,Gabon,Sub-Saharan Africa,143,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,Sub-Saharan Africa,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.062439999999999996,1.4533200000000002,Sub-Saharan Africa,118,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.043785378,0.076046787,1.322916269
45,Georgia,Central and Eastern Europe,130,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541,Central and Eastern Europe,126,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786,1.87031,Central and Eastern Europe,125,4.285999775,0.9506126640000001,0.570614934,0.649546981,0.309410036,0.054008815,0.251666635,1.500137806
46,Germany,Western Europe,26,6.75,1.32792,1.2993700000000001,0.89186,0.6147699999999999,0.21843,0.28214,2.1156900000000003,Western Europe,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30451999999999996,2.5093099999999997,Western Europe,16,6.951000214,1.4879233840000001,1.472520351,0.798950732,0.562511384,0.33626917,0.276731938,2.015769958
47,Ghana,Sub-Saharan Africa,114,4.633,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.04355,0.23087,2.30919,Sub-Saharan Africa,124,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002,2.2002,Sub-Saharan Africa,131,4.1199998860000004,0.6672248239999999,0.873664737,0.295637727,0.42302629399999997,0.25692394399999996,0.02533637,1.5778675080000002
