,Country,Region_x,Happiness_Rank_15,Happiness_Score_15,Economy_15,Family_15,Life_Expectancy_15,Freedom_15,Trust_15,Generosity_15,Dystopia_15,Region_y,Happiness_Rank_16,Happiness_Score_16,Economy_16,Family_16,Life_Expectancy_16,Freedom_16,Trust_16,Generosity_16,Dystopia_16,Region,Happiness_Rank_17,Happiness_Score_17,Economy_17,Family_17,Life_Expectancy_17,Freedom_17,Generosity_17,Trust_17,Dystopia_17
97,North Cyprus,Western Europe,66,5.695,1.2080600000000001,1.07008,0.92356,0.49027,0.1428,0.26169000000000003,1.5988799999999999,Western Europe,62,5.771,1.31141,0.81826,0.8414200000000001,0.43596,0.16577999999999998,0.26322,1.9344700000000001,Western Europe,61,5.809999942999999,1.346911311,1.186303377,0.834647238,0.471203625,0.266845703,0.155353352,1.549157619
98,Norway,Western Europe,4,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.4653099999999997,Western Europe,4,7.497999999999999,1.57744,1.1269,0.79579,0.59609,0.35775999999999997,0.37895,2.66465,Western Europe,1,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.362012237,0.315963835,2.277026653
99,Pakistan,Southern Asia,81,5.194,0.59543,0.41411000000000003,0.51466,0.12102,0.10464000000000001,0.33671,3.1070900000000004,Southern Asia,92,5.132000000000001,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,3.18286,Southern Asia,80,5.269000053,0.7268835309999999,0.67269069,0.402047783,0.23521526199999998,0.31544601899999997,0.12434806699999999,2.79248929
100,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11250999999999999,2.0438400000000003,Middle East and Northern Africa,108,4.754,0.67024,0.71629,0.56844,0.17744000000000001,0.10613,0.11154000000000001,2.40364,Middle East and Northern Africa,103,4.775000095,0.716249228,1.1556471590000001,0.565666974,0.254711062,0.114173174,0.08928260199999999,1.878890276
101,Panama,Latin America and Caribbean,25,6.7860000000000005,1.0635299999999999,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848,Latin America and Caribbean,25,6.7010000000000005,1.18306,0.9891200000000001,0.70835,0.48927,0.08423,0.2418,3.00559,Latin America and Caribbean,30,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.210556939,0.070983924,2.307199955
102,Paraguay,Latin America and Caribbean,53,5.877999999999999,0.75985,1.30477,0.66098,0.53899,0.08242000000000001,0.3424,2.18896,Latin America and Caribbean,70,5.537999999999999,0.8937299999999999,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091,Latin America and Caribbean,70,5.493000031,0.932537317,1.50728488,0.579250693,0.47350779200000004,0.224150658,0.09106591300000001,1.68533349
103,Peru,Latin America and Caribbean,58,5.824,0.9001899999999999,0.97459,0.73017,0.41496000000000005,0.05989,0.14982,2.5945,Latin America and Caribbean,64,5.742999999999999,0.9960200000000001,0.81255,0.6299399999999999,0.37501999999999996,0.05292,0.14527,2.73117,Latin America and Caribbean,63,5.715000152999999,1.0352252720000001,1.218770385,0.6301661129999999,0.45000287899999997,0.126819715,0.047049087,2.20726943
104,Philippines,Southeastern Asia,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279000000000001,0.24991,1.7536,Southeastern Asia,82,5.279,0.81217,0.87877,0.47036000000000006,0.5485399999999999,0.11757000000000001,0.21674000000000002,2.23484,Southeastern Asia,72,5.429999828,0.857699215,1.253917575,0.468009055,0.5852146739999999,0.19351342300000002,0.099331893,1.9726047519999999
105,Poland,Central and Eastern Europe,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565,Central and Eastern Europe,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,Central and Eastern Europe,46,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.15846596699999999,0.059307806,1.7977228159999998
106,Portugal,Western Europe,88,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,Western Europe,94,5.122999999999999,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.01521,0.11690999999999999,1.53015,Western Europe,89,5.195000172,1.315175295,1.3670430180000002,0.7958435420000001,0.4984653,0.095102713,0.015869452,1.107682705
107,Qatar,Middle East and Northern Africa,28,6.611000000000001,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674,Middle East and Northern Africa,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.5822399999999999,Middle East and Northern Africa,35,6.375,1.870765686,1.27429688,0.710098088,0.604130983,0.33047387,0.439299256,1.14546442
108,Romania,Central and Eastern Europe,86,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002,Central and Eastern Europe,71,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2.4518400000000002,Central and Eastern Europe,57,5.8249998089999995,1.217683911,1.15009129,0.685158312,0.45700374200000005,0.13351991800000002,0.004387901,2.176831484
109,Russia,Central and Eastern Europe,64,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,2.27394,Central and Eastern Europe,56,5.856,1.2322799999999998,1.05261,0.58991,0.32682,0.03586,0.027360000000000002,2.59115,Central and Eastern Europe,49,5.962999821,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414
110,Rwanda,Sub-Saharan Africa,154,3.465,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,0.67042,Sub-Saharan Africa,152,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998,0.96819,Sub-Saharan Africa,151,3.4709999560000004,0.368745893,0.945707023,0.326424807,0.581843853,0.252756029,0.455220014,0.540061235
111,Saudi Arabia,Middle East and Northern Africa,35,6.4110000000000005,1.39541,1.0839299999999998,0.72025,0.31048000000000003,0.32524000000000003,0.13706,2.43872,Middle East and Northern Africa,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,Middle East and Northern Africa,37,6.343999863,1.530623555,1.2866775990000001,0.59014833,0.449750572,0.14761601400000002,0.273432255,2.065429688
112,Senegal,Sub-Saharan Africa,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395,Sub-Saharan Africa,128,4.218999999999999,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,1.9786099999999998,Sub-Saharan Africa,115,4.534999847,0.47930902200000003,1.179691911,0.40936285299999997,0.37792226700000003,0.183468893,0.11546044800000001,1.789646149
113,Serbia,Central and Eastern Europe,87,5.122999999999999,0.92053,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025,Central and Eastern Europe,86,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.20736999999999997,2.2753900000000002,Central and Eastern Europe,73,5.394999981000001,1.069317579,1.258189797,0.650784671,0.208715528,0.220125884,0.040903781,1.9470844269999998
114,Sierra Leone,Sub-Saharan Africa,123,4.507,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.08786000000000001,0.21488000000000002,2.51009,Sub-Saharan Africa,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,Sub-Saharan Africa,106,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.293040901,0.071095176,2.668459892
115,Singapore,Southeastern Asia,24,6.797999999999999,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.8850099999999999,Southeastern Asia,22,6.739,1.64555,0.8675799999999999,0.94719,0.4877,0.46986999999999995,0.32706,1.99375,Southeastern Asia,26,6.5720000270000005,1.69227767,1.3538143630000001,0.949492395,0.549840569,0.34596598100000003,0.464307785,1.2163620000000002
116,Slovakia,Central and Eastern Europe,45,5.995,1.1689100000000001,1.26999,0.7890199999999999,0.31751,0.03431,0.16893,2.2463900000000003,Central and Eastern Europe,45,6.077999999999999,1.27973,1.0826799999999999,0.70367,0.23390999999999998,0.02947,0.13837,2.61065,Central and Eastern Europe,40,6.09800005,1.325393558,1.505059242,0.7127329109999999,0.295817465,0.136544481,0.024210852,2.0977766509999998
117,Slovenia,Central and Eastern Europe,55,5.848,1.18498,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999,Central and Eastern Europe,63,5.768,1.2994700000000001,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,Central and Eastern Europe,62,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.04512897900000001,1.3133172990000002
118,South Africa,Sub-Saharan Africa,113,4.6419999999999995,0.9204899999999999,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998,Sub-Saharan Africa,116,4.459,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656,1.6422700000000001,Sub-Saharan Africa,101,4.828999996,1.054698706,1.3847886319999998,0.18708007,0.479246736,0.13936238,0.072509497,1.5109086040000002
119,South Korea,Eastern Asia,47,5.984,1.24461,0.9577399999999999,0.9653799999999999,0.33208000000000004,0.07857,0.18557,2.21978,Eastern Asia,57,5.835,1.35948,0.7219399999999999,0.88645,0.25168,0.07716,0.18824000000000002,2.35015,Eastern Asia,55,5.837999821,1.4016784430000002,1.1282744409999999,0.9002140759999999,0.257921666,0.206674367,0.063282669,1.880378008
120,Spain,Western Europe,36,6.329,1.23011,1.31379,0.95562,0.45951000000000003,0.06398,0.18227000000000002,2.12367,Western Europe,37,6.361000000000001,1.34253,1.12945,0.8789600000000001,0.37545,0.06137000000000001,0.17665,2.39663,Western Europe,34,6.402999877999999,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774
121,Sri Lanka,Southern Asia,132,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828000000000003,0.67108,Southern Asia,117,4.415,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003,0.91681,Southern Asia,120,4.440000057,1.009850144,1.259976387,0.6251308320000001,0.561213255,0.49086356200000003,0.073653966,0.419389248
122,Sudan,Sub-Saharan Africa,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,Sub-Saharan Africa,133,4.138999999999999,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077000000000001,2.10995,Sub-Saharan Africa,130,4.138999939,0.6595166920000001,1.21400857,0.29092082399999997,0.014995855,0.18231745100000002,0.08984752,1.68706584
123,Sweden,Western Europe,8,7.364,1.33171,1.2890700000000002,0.9108700000000001,0.6598,0.43843999999999994,0.36262,2.3711900000000004,Western Europe,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,Western Europe,9,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994
124,Switzerland,Western Europe,1,7.587000000000001,1.3965100000000001,1.34951,0.9414299999999999,0.66557,0.41978000000000004,0.29678000000000004,2.5173799999999997,Western Europe,2,7.5089999999999995,1.5273299999999999,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,Western Europe,4,7.493999958,1.5649795530000001,1.516911745,0.858131289,0.620070577,0.290549278,0.367007285,2.276716232
125,Syria,Middle East and Northern Africa,156,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.18905999999999998,0.47179,0.32858000000000004,Middle East and Northern Africa,156,3.069,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.17232999999999998,0.48396999999999996,0.81789,Middle East and Northern Africa,152,3.461999893,0.7771531340000001,0.39610260700000005,0.500533342,0.081539445,0.49366372799999997,0.151347131,1.061573505
126,Taiwan,Eastern Asia,38,6.297999999999999,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,Eastern Asia,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523,Eastern Asia,33,6.421999931,1.4336265330000002,1.3845653530000002,0.7939842340000001,0.361466587,0.258360475,0.063829236,2.1266074180000003
127,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,Central and Eastern Europe,100,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,2.39106,Central and Eastern Europe,96,5.040999889,0.524713635,1.271463275,0.529235125,0.47156670700000003,0.248997644,0.14637714599999999,1.84904933
128,Tanzania,Sub-Saharan Africa,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079,Sub-Saharan Africa,149,3.6660000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472,1.3776899999999999,Sub-Saharan Africa,153,3.348999977,0.511135876,1.0419898029999999,0.364509284,0.390017778,0.35425636200000005,0.066035107,0.621130466
129,Thailand,Southeastern Asia,34,6.455,0.9669,1.26504,0.7385,0.5566399999999999,0.031869999999999996,0.5763,2.31945,Southeastern Asia,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,Southeastern Asia,32,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,2.039508343
130,Togo,Sub-Saharan Africa,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726,Sub-Saharan Africa,155,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517,2.1354,Sub-Saharan Africa,150,3.4949998860000004,0.305444717,0.43188253,0.247105569,0.380426139,0.19689615100000002,0.095665015,1.837229252
131,Trinidad and Tobago,Latin America and Caribbean,41,6.167999999999999,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.2688200000000003,Latin America and Caribbean,43,6.167999999999999,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2.5139400000000003,Latin America and Caribbean,38,6.168000221000001,1.361355901,1.380228519,0.519983292,0.518630743,0.325296462,0.008964816,2.053247452
132,Tunisia,Middle East and Northern Africa,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,Middle East and Northern Africa,98,5.045,0.97724,0.43165,0.59577,0.23553000000000002,0.0817,0.03936,2.68413,Middle East and Northern Africa,102,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.049693357,0.086723149,1.89025116
133,Turkey,Middle East and Northern Africa,76,5.332000000000001,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,Middle East and Northern Africa,78,5.388999999999999,1.1649200000000002,0.8771700000000001,0.64718,0.23889000000000002,0.12347999999999999,0.04707,2.29074,Middle East and Northern Africa,69,5.5,1.1982743740000001,1.337753177,0.637605608,0.30074059999999997,0.046693042000000004,0.09967158,1.879277945
134,Turkmenistan,Central and Eastern Europe,70,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002,Central and Eastern Europe,65,5.6579999999999995,1.08017,1.03817,0.44006000000000006,0.37408,0.28467,0.22566999999999998,2.21489,Central and Eastern Europe,59,5.8220000270000005,1.130776763,1.4931491609999998,0.43772608,0.418271929,0.24992498800000001,0.25927034,1.832909822
135,Uganda,Sub-Saharan Africa,141,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766,Sub-Saharan Africa,145,3.739,0.34719,0.90981,0.19625,0.43653000000000003,0.06442,0.27102,1.51416,Sub-Saharan Africa,133,4.0809998510000005,0.381430715,1.129827738,0.217632607,0.443185955,0.325766057,0.057069719000000005,1.526362658
136,Ukraine,Central and Eastern Europe,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,Central and Eastern Europe,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,Central and Eastern Europe,132,4.096000195,0.8946519490000001,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,0.814382315
137,United Arab Emirates,Middle East and Northern Africa,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743,Middle East and Northern Africa,28,6.5729999999999995,1.57352,0.8711399999999999,0.72993,0.56215,0.35561,0.26591,2.21507,Middle East and Northern Africa,21,6.647999763,1.626343369,1.2664102320000001,0.7267982359999999,0.60834527,0.36094194700000004,0.324489564,1.734703541
138,United Kingdom,Western Europe,21,6.867000000000001,1.26637,1.28548,0.90943,0.59625,0.32066999999999996,0.51912,1.9699400000000002,Western Europe,23,6.725,1.40283,1.0867200000000001,0.80991,0.50036,0.27399,0.50156,2.1499900000000003,Western Europe,19,6.714000225,1.44163394,1.49646008,0.8053359390000001,0.508190036,0.492774159,0.265428066,1.704143524
139,United States,North America,15,7.119,1.3945100000000001,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011,North America,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41076999999999997,2.72782,North America,14,6.993000031,1.546259284,1.419920564,0.7742866279999999,0.5057405229999999,0.392578781,0.135638788,2.218113422
140,Uruguay,Latin America and Caribbean,32,6.485,1.06166,1.2089,0.8116,0.6036199999999999,0.24558000000000002,0.2324,2.3214200000000003,Latin America and Caribbean,29,6.545,1.18157,1.0314299999999998,0.72183,0.54388,0.21394000000000002,0.18056,2.67139,Latin America and Caribbean,28,6.453999996,1.217559695,1.412227869,0.7192168240000001,0.5793922539999999,0.17509692899999998,0.178061873,2.1724095340000003
141,Uzbekistan,Central and Eastern Europe,44,6.002999999999999,0.63244,1.34043,0.59772,0.6582100000000001,0.30826,0.22837,2.2374099999999997,Central and Eastern Europe,49,5.987,0.7359100000000001,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,Central and Eastern Europe,47,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.24652822300000002,1.816913605
142,Venezuela,Latin America and Caribbean,23,6.81,1.04424,1.25596,0.7205199999999999,0.42908,0.11069000000000001,0.058410000000000004,3.1913099999999996,Latin America and Caribbean,44,6.084,1.1336700000000002,1.03302,0.6190399999999999,0.19847,0.08304,0.0425,2.9746799999999998,Latin America and Caribbean,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.06501963,0.064491123,1.7894637580000001
143,Vietnam,Southeastern Asia,75,5.36,0.63216,0.9122600000000001,0.7467600000000001,0.59444,0.10440999999999999,0.1686,2.20173,Southeastern Asia,96,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.11556,0.25075,1.9418,Southeastern Asia,94,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.234968051,0.08763323699999999,1.4623186590000001
144,Yemen,Middle East and Northern Africa,136,4.077,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.07854,0.09131,1.92313,Middle East and Northern Africa,147,3.7239999999999998,0.57939,0.47493,0.31048000000000003,0.2287,0.05892000000000001,0.09821,1.97295,Middle East and Northern Africa,146,3.592999935,0.5916834470000001,0.9353822470000001,0.31008091600000004,0.249463722,0.10412520900000001,0.056767423,1.345600605
145,Zambia,Sub-Saharan Africa,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,Sub-Saharan Africa,106,4.795,0.61202,0.6376,0.23573000000000002,0.42662,0.11479,0.17865999999999999,2.5899099999999997,Sub-Saharan Africa,116,4.513999939,0.636406779,1.0031872990000001,0.257835895,0.461603492,0.249580145,0.07821355,1.826705456
146,Zimbabwe,Sub-Saharan Africa,115,4.61,0.271,1.0327600000000001,0.33475,0.25861,0.08079,0.18987,2.44191,Sub-Saharan Africa,131,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503,2.4427,Sub-Saharan Africa,138,3.875,0.375846535,1.083095908,0.19676375399999999,0.33638420700000005,0.189143494,0.095375381,1.597970247
